model_name,dataset_test_subset,quantization_bit_width,scheduler_mode,execution_mode,clock_frequency_mhz,latency_ns,cycle_count,lut_usage,bram_usage,dsp_usage,timing_slack_ns,fmax_mhz_estimated,source_path
baseline_paper1,mnist_test,fp32,dense,fpga_emulation,100.0,5760.0,576.0,22193.0,0.0,0.0,-0.92,91.57509157509158,C:\Users\kodur\Desktop\BTP\project\results\hardware_validation\baseline_paper1\dense\20260505_032431\hardware_metrics.json
baseline_paper1,mnist_test,fp32,event,fpga_emulation,100.0,5760.0,576.0,22193.0,0.0,0.0,-0.92,91.57509157509158,C:\Users\kodur\Desktop\BTP\project\results\hardware_validation\baseline_paper1\event\20260505_032431\hardware_metrics.json
exp5_dataflow_adaptation,mnist_test,fp32,dense,fpga_emulation,100.0,5760.0,576.0,22193.0,0.0,0.0,-0.92,91.57509157509158,C:\Users\kodur\Desktop\BTP\project\results\hardware_validation\exp5_dataflow_adaptation\dense\20260505_034543\hardware_metrics.json
exp5_dataflow_adaptation,mnist_test,fp32,event,fpga_emulation,100.0,5760.0,576.0,22193.0,0.0,0.0,-0.92,91.57509157509158,C:\Users\kodur\Desktop\BTP\project\results\hardware_validation\exp5_dataflow_adaptation\event\20260505_034543\hardware_metrics.json
